player_name,season,cii,tii,cii_archetype,tii_archetype,archetype_2d,career_leverage_mean,career_positive_seasons,career_negative_seasons,career_pattern,has_creation_tools,reasoning,cii_components,tii_components,confidence
Trey Murphy III,2024-25,26.18,54.31,Role Player,Moderate Scaling,Fragile Star,-0.04099999999999996,0,3,Hides,False,"Fragile Star: high usage (22.9%), high minutes (35.0), low CII (26.2), no creation tools","{'self_created': np.float64(24.47), 'pressure_appetite': np.float64(23.35), 'difficulty_embrace': np.float64(28.8), 'defensive_survival': np.float64(30.77), 'force_multiplication': np.float64(26.28)}","{'scaling_efficiency': np.float64(56.09868711612879), 'pressure_appetite': np.float64(18.400000000000002), 'creation_tools': np.float64(55.13995278162389), 'opportunity_response': np.float64(89.0), 'age_trajectory': np.float64(85.0)}",Medium
De'Andre Hunter,2024-25,25.15,53.72,Role Player,Moderate Scaling,Fragile Star,-0.055999999999999946,0,6,Hides,False,"Fragile Star: high usage (22.1%), low CII (25.1), extreme hiding (-0.056), no creation tools","{'self_created': np.float64(17.43), 'pressure_appetite': np.float64(25.89), 'difficulty_embrace': np.float64(22.71), 'defensive_survival': np.float64(42.68), 'force_multiplication': np.float64(25.03)}","{'scaling_efficiency': np.float64(55.14743031790104), 'pressure_appetite': np.float64(22.400000000000002), 'creation_tools': np.float64(58.56852076665563), 'opportunity_response': np.float64(84.64571428571429), 'age_trajectory': np.float64(71.66)}",High
Jonas Valančiūnas,2024-25,25.02,36.1,Role Player,Limited Scaling,Fragile Star,-0.059299999999999985,1,9,Hides,True,"Fragile Star: high usage (22.2%), low CII (25.0), extreme hiding (-0.059)","{'self_created': np.float64(24.48), 'pressure_appetite': np.float64(31.35), 'difficulty_embrace': np.float64(12.8), 'defensive_survival': np.float64(30.18), 'force_multiplication': np.float64(27.54)}","{'scaling_efficiency': np.float64(29.29307952836139), 'pressure_appetite': np.float64(27.199999999999996), 'creation_tools': np.float64(30.03499597158134), 'opportunity_response': np.float64(76.72571428571429), 'age_trajectory': np.float64(30.0)}",High
Russell Westbrook,2024-25,24.62,38.2,Role Player,Limited Scaling,Fragile Star,0.011899999999999977,5,5,Steps Up,False,"Fragile Star: high usage (23.0%), low CII (24.6), no creation tools","{'self_created': np.float64(27.54), 'pressure_appetite': np.float64(20.83), 'difficulty_embrace': np.float64(19.97), 'defensive_survival': np.float64(25.81), 'force_multiplication': np.float64(32.83)}","{'scaling_efficiency': np.float64(46.096429771984916), 'pressure_appetite': np.float64(14.0), 'creation_tools': np.float64(53.14756097560975), 'opportunity_response': np.float64(54.91428571428571), 'age_trajectory': np.int64(20)}",High
Kyle Kuzma,2024-25,23.37,36.89,Role Player,Limited Scaling,Fragile Star,-0.023249999999999986,2,6,Hides,False,"Fragile Star: high usage (23.3%), low CII (23.4), no creation tools","{'self_created': np.float64(19.02), 'pressure_appetite': np.float64(23.41), 'difficulty_embrace': np.float64(21.6), 'defensive_survival': np.float64(31.56), 'force_multiplication': np.float64(27.62)}","{'scaling_efficiency': np.float64(26.734805086924705), 'pressure_appetite': np.float64(17.6), 'creation_tools': np.float64(51.60826790885935), 'opportunity_response': np.float64(56.542857142857144), 'age_trajectory': np.float64(56.67)}",High
Bobby Portis,2024-25,22.21,37.29,Role Player,Limited Scaling,Fragile Star,-0.07449999999999998,0,8,Hides,True,"Fragile Star: high usage (23.4%), low CII (22.2), extreme hiding (-0.074)","{'self_created': np.float64(21.46), 'pressure_appetite': np.float64(17.33), 'difficulty_embrace': np.float64(32.67), 'defensive_survival': np.float64(20.95), 'force_multiplication': np.float64(17.63)}","{'scaling_efficiency': np.float64(30.685321345321356), 'pressure_appetite': np.float64(4.0000000000000036), 'creation_tools': np.float64(71.68924675144187), 'opportunity_response': np.float64(52.77142857142857), 'age_trajectory': np.float64(48.34)}",High
Lauri Markkanen,2024-25,21.93,41.67,Role Player,Limited Scaling,Fragile Star,-0.024874999999999987,0,8,Hides,False,"Fragile Star: high usage (23.1%), low CII (21.9), no creation tools","{'self_created': np.float64(5.68), 'pressure_appetite': np.float64(42.57), 'difficulty_embrace': np.float64(11.5), 'defensive_survival': np.float64(33.88), 'force_multiplication': np.float64(22.01)}","{'scaling_efficiency': np.float64(18.765650525298863), 'pressure_appetite': np.float64(49.88744588744588), 'creation_tools': np.float64(32.15076373491007), 'opportunity_response': np.float64(70.91428571428571), 'age_trajectory': np.float64(64.99000000000001)}",High
Nikola Vučević,2024-25,20.96,41.8,Role Player,Limited Scaling,Fragile Star,-0.03949999999999995,1,9,Hides,False,"Fragile Star: high usage (22.1%), low CII (21.0), no creation tools","{'self_created': np.float64(4.24), 'pressure_appetite': np.float64(33.34), 'difficulty_embrace': np.float64(11.8), 'defensive_survival': np.float64(40.1), 'force_multiplication': np.float64(29.78)}","{'scaling_efficiency': np.float64(21.650971497008005), 'pressure_appetite': np.float64(50.800904977375595), 'creation_tools': np.float64(34.1939999264246), 'opportunity_response': np.float64(88.41714285714286), 'age_trajectory': np.float64(25.0)}",High
Karl-Anthony Towns,2024-25,20.86,36.21,Role Player,Limited Scaling,Fragile Star,-0.034099999999999984,2,8,Hides,False,"Fragile Star: high usage (26.5%), high minutes (35.0), low CII (20.9), no creation tools","{'self_created': np.float64(22.26), 'pressure_appetite': np.float64(16.17), 'difficulty_embrace': np.float64(12.31), 'defensive_survival': np.float64(22.57), 'force_multiplication': np.float64(42.94)}","{'scaling_efficiency': np.float64(35.580154373927954), 'pressure_appetite': np.float64(0.0), 'creation_tools': np.float64(34.8277726645191), 'opportunity_response': np.float64(86.0), 'age_trajectory': np.float64(56.67)}",High
Domantas Sabonis,2024-25,20.69,35.54,Role Player,Limited Scaling,Fragile Star,-0.05599999999999997,0,7,Hides,False,"Fragile Star: high minutes (34.7), low CII (20.7), extreme hiding (-0.056), no creation tools","{'self_created': np.float64(17.42), 'pressure_appetite': np.float64(16.83), 'difficulty_embrace': np.float64(7.7), 'defensive_survival': np.float64(36.69), 'force_multiplication': np.float64(42.1)}","{'scaling_efficiency': np.float64(24.89798697803304), 'pressure_appetite': np.float64(11.200000000000006), 'creation_tools': np.float64(29.008305660521394), 'opportunity_response': np.float64(92.0), 'age_trajectory': np.float64(56.67)}",High
John Collins,2024-25,19.7,39.23,Role Player,Limited Scaling,Fragile Star,-0.056375,1,7,Hides,False,"Fragile Star: high usage (23.4%), low CII (19.7), extreme hiding (-0.056), no creation tools","{'self_created': np.float64(14.63), 'pressure_appetite': np.float64(23.22), 'difficulty_embrace': np.float64(10.67), 'defensive_survival': np.float64(32.99), 'force_multiplication': np.float64(24.23)}","{'scaling_efficiency': np.float64(21.849934820685103), 'pressure_appetite': np.float64(17.200000000000003), 'creation_tools': np.float64(40.240629560141755), 'opportunity_response': np.float64(87.75714285714285), 'age_trajectory': np.float64(71.66)}",High
Evan Mobley,2024-25,18.36,38.65,Role Player,Limited Scaling,Fragile Star,-0.0505,0,4,Hides,False,"Fragile Star: high usage (22.6%), low CII (18.4), extreme hiding (-0.051), no creation tools","{'self_created': np.float64(19.21), 'pressure_appetite': np.float64(13.17), 'difficulty_embrace': np.float64(7.23), 'defensive_survival': np.float64(30.03), 'force_multiplication': np.float64(33.54)}","{'scaling_efficiency': np.float64(36.018267066362704), 'pressure_appetite': np.float64(0.0), 'creation_tools': np.float64(28.4226670983524), 'opportunity_response': np.float64(87.75714285714285), 'age_trajectory': np.float64(90.0)}",High
Kristaps Porziņģis,2024-25,18.12,36.89,Role Player,Limited Scaling,Fragile Star,-0.03288888888888884,2,7,Hides,False,"Fragile Star: high usage (25.3%), low CII (18.1), no creation tools","{'self_created': np.float64(5.01), 'pressure_appetite': np.float64(21.67), 'difficulty_embrace': np.float64(12.36), 'defensive_survival': np.float64(35.93), 'force_multiplication': np.float64(33.38)}","{'scaling_efficiency': np.float64(34.36070810095738), 'pressure_appetite': np.float64(6.800000000000046), 'creation_tools': np.float64(31.44634949709181), 'opportunity_response': np.float64(86.15428571428572), 'age_trajectory': np.float64(56.67)}",High
