player_name,season,cii,tii,cii_archetype,tii_archetype,archetype_2d,career_leverage_mean,career_positive_seasons,career_negative_seasons,career_pattern,has_creation_tools,reasoning,cii_components,tii_components,confidence
Andre Drummond,2024-25,8.08,16.28,Role Player,Low Scaling,Role Player,-0.05712499999999996,0,8,Hides,False,"Low CII 8.1, low TII 16.3, no creation tools","{'self_created': np.float64(10.93), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(3.1), 'defensive_survival': np.float64(6.55), 'force_multiplication': np.float64(6.97)}","{'scaling_efficiency': np.float64(8.796257274352444), 'pressure_appetite': np.float64(0.0), 'creation_tools': np.float64(12.843946865698165), 'opportunity_response': np.float64(47.114285714285714), 'age_trajectory': np.float64(40.01)}",High
Andrew Nembhard,2024-25,37.98,65.89,Role Player,High Scaling,Developing Prospect,0.0016666666666666,2,1,Mixed,True,"Low CII 38.0, moderate TII 65.9","{'self_created': np.float64(31.38), 'pressure_appetite': np.float64(44.06), 'difficulty_embrace': np.float64(34.0), 'defensive_survival': np.float64(53.51), 'force_multiplication': np.float64(27.23)}","{'scaling_efficiency': np.float64(56.77175696651638), 'pressure_appetite': np.float64(67.08957055214721), 'creation_tools': np.float64(76.08522370193026), 'opportunity_response': np.float64(55.771428571428565), 'age_trajectory': np.float64(85.0)}",Medium
Andrew Wiggins,2024-25,34.2,53.33,Role Player,Moderate Scaling,Fragile Star,-0.028899999999999974,3,7,Hides,False,"Fragile Star: high usage (23.8%), low CII (34.2), no creation tools","{'self_created': np.float64(29.31), 'pressure_appetite': np.float64(37.53), 'difficulty_embrace': np.float64(27.06), 'defensive_survival': np.float64(46.27), 'force_multiplication': np.float64(36.7)}","{'scaling_efficiency': np.float64(44.85743822940509), 'pressure_appetite': np.float64(47.77591036414569), 'creation_tools': np.float64(62.762482065997126), 'opportunity_response': np.float64(70.31428571428572), 'age_trajectory': np.float64(48.34)}",High
Anfernee Simons,2024-25,66.38,75.67,Luxury Amplifier,High Scaling,Latent Engine,0.04774999999999997,4,0,Steps Up,True,"Positive career leverage (+0.048, 4+/0-), CII 66.4, TII 75.7: Can be #1","{'self_created': np.float64(62.98), 'pressure_appetite': np.float64(76.83), 'difficulty_embrace': np.float64(56.4), 'defensive_survival': np.float64(84.0), 'force_multiplication': np.float64(43.94)}","{'scaling_efficiency': np.float64(63.042461866014214), 'pressure_appetite': np.float64(89.6390041493776), 'creation_tools': np.float64(78.56666666666666), 'opportunity_response': np.float64(72.02857142857144), 'age_trajectory': np.float64(78.33)}",High
Anthony Black,2024-25,21.49,39.08,Role Player,Limited Scaling,Role Player,-0.072,0,1,Hides,False,"Low CII 21.5, low TII 39.1","{'self_created': np.float64(24.15), 'pressure_appetite': np.float64(13.0), 'difficulty_embrace': np.float64(16.71), 'defensive_survival': np.float64(32.29), 'force_multiplication': np.float64(28.14)}","{'scaling_efficiency': np.float64(25.88123238328379), 'pressure_appetite': np.float64(11.200000000000006), 'creation_tools': np.float64(53.75132648694908), 'opportunity_response': np.float64(51.74285714285714), 'age_trajectory': np.int64(100)}",Medium
Anthony Davis,2024-25,39.31,50.87,Role Player,Moderate Scaling,Luxury Amplifier,-0.005499999999999981,3,7,Mixed,True,"Negative career leverage (-0.005, 3+/7-) BUT has creation tools: Thrives as #2","{'self_created': np.float64(30.67), 'pressure_appetite': np.float64(41.66), 'difficulty_embrace': np.float64(31.24), 'defensive_survival': np.float64(46.81), 'force_multiplication': np.float64(64.22)}","{'scaling_efficiency': np.float64(52.784757735015305), 'pressure_appetite': np.float64(21.600000000000037), 'creation_tools': np.float64(66.19375118169786), 'opportunity_response': np.float64(86.0), 'age_trajectory': np.float64(35.0)}",High
Anthony Edwards,2024-25,78.71,81.78,Strong Creator,Elite Scaling,Franchise Engine,0.01419999999999998,3,2,Steps Up,True,CII 78.7 >= 74: Already elite creator,"{'self_created': np.float64(80.61), 'pressure_appetite': np.float64(88.0), 'difficulty_embrace': np.float64(75.1), 'defensive_survival': np.float64(75.51), 'force_multiplication': np.float64(61.83)}","{'scaling_efficiency': np.float64(72.31342405504276), 'pressure_appetite': np.float64(84.37687296416938), 'creation_tools': np.float64(82.98333333333333), 'opportunity_response': np.float64(86.0), 'age_trajectory': np.float64(95.0)}",High
Ausar Thompson,2024-25,23.75,43.48,Role Player,Limited Scaling,Role Player,-0.0095,0,2,Mixed,False,"Low CII 23.8, low TII 43.5","{'self_created': np.float64(16.27), 'pressure_appetite': np.float64(36.71), 'difficulty_embrace': np.float64(3.59), 'defensive_survival': np.float64(40.05), 'force_multiplication': np.float64(29.66)}","{'scaling_efficiency': np.float64(17.836166515958332), 'pressure_appetite': np.float64(55.846846846846844), 'creation_tools': np.float64(21.13582729070534), 'opportunity_response': np.float64(66.28571428571429), 'age_trajectory': np.int64(100)}",Medium
Austin Reaves,2024-25,51.94,76.78,Fragile Star,High Scaling,Latent Engine,0.007749999999999975,3,1,Mixed,True,"Mixed career leverage (+0.008), CII 51.9, TII 76.8 + Tools: High potential","{'self_created': np.float64(52.39), 'pressure_appetite': np.float64(58.21), 'difficulty_embrace': np.float64(40.93), 'defensive_survival': np.float64(61.72), 'force_multiplication': np.float64(42.26)}","{'scaling_efficiency': np.float64(76.80757615960982), 'pressure_appetite': np.float64(73.7478260869565), 'creation_tools': np.float64(73.91666666666666), 'opportunity_response': np.float64(89.0), 'age_trajectory': np.float64(71.66)}",High
Ayo Dosunmu,2024-25,17.89,44.47,Role Player,Limited Scaling,Role Player,-0.03466666666666663,0,3,Hides,False,"Low CII 17.9, low TII 44.5","{'self_created': np.float64(19.39), 'pressure_appetite': np.float64(18.92), 'difficulty_embrace': np.float64(8.7), 'defensive_survival': np.float64(30.51), 'force_multiplication': np.float64(10.27)}","{'scaling_efficiency': np.float64(35.42489545511455), 'pressure_appetite': np.float64(27.599999999999998), 'creation_tools': np.float64(35.545695545912515), 'opportunity_response': np.float64(75.56857142857143), 'age_trajectory': np.float64(85.0)}",Medium
Bam Adebayo,2024-25,33.1,57.22,Role Player,Moderate Scaling,Fragile Star,-0.050428571428571434,0,7,Hides,True,"Fragile Star: high usage (23.2%), high minutes (34.3), low CII (33.1), extreme hiding (-0.050)","{'self_created': np.float64(26.71), 'pressure_appetite': np.float64(35.52), 'difficulty_embrace': np.float64(30.71), 'defensive_survival': np.float64(41.35), 'force_multiplication': np.float64(38.65)}","{'scaling_efficiency': np.float64(43.916545105566236), 'pressure_appetite': np.float64(46.905172413793096), 'creation_tools': np.float64(70.69900476590972), 'opportunity_response': np.float64(73.39999999999999), 'age_trajectory': np.float64(71.66)}",High
Ben Sheppard,2024-25,9.35,37.88,Role Player,Limited Scaling,Role Player,-0.02299999999999995,0,2,Hides,False,"Low CII 9.3, low TII 37.9","{'self_created': np.float64(1.24), 'pressure_appetite': np.float64(18.33), 'difficulty_embrace': np.float64(5.46), 'defensive_survival': np.float64(19.07), 'force_multiplication': np.float64(4.4)}","{'scaling_efficiency': np.float64(11.945697399527194), 'pressure_appetite': np.float64(48.00000000000003), 'creation_tools': np.float64(23.68119542306534), 'opportunity_response': np.float64(53.714285714285715), 'age_trajectory': np.float64(95.0)}",Medium
Bennedict Mathurin,2024-25,47.91,70.42,Fragile Star,High Scaling,Developing Star,-0.006999999999999969,1,2,Mixed,False,"Medium CII 47.9, high TII 70.4, developing tools","{'self_created': np.float64(34.12), 'pressure_appetite': np.float64(64.12), 'difficulty_embrace': np.float64(29.39), 'defensive_survival': np.float64(72.3), 'force_multiplication': np.float64(49.25)}","{'scaling_efficiency': np.float64(57.23091837084231), 'pressure_appetite': np.float64(82.47387387387387), 'creation_tools': np.float64(57.831234893430015), 'opportunity_response': np.float64(77.12857142857142), 'age_trajectory': np.float64(95.0)}",Medium
Bilal Coulibaly,2024-25,23.19,51.42,Role Player,Moderate Scaling,Role Player,-0.04049999999999995,0,2,Hides,False,"Low CII 23.2, low TII 51.4","{'self_created': np.float64(19.17), 'pressure_appetite': np.float64(29.35), 'difficulty_embrace': np.float64(15.91), 'defensive_survival': np.float64(29.64), 'force_multiplication': np.float64(24.77)}","{'scaling_efficiency': np.float64(32.6310740354536), 'pressure_appetite': np.float64(47.020952380952416), 'creation_tools': np.float64(54.93373983739838), 'opportunity_response': np.float64(59.28571428571428), 'age_trajectory': np.int64(100)}",Medium
Bobby Portis,2024-25,22.21,37.29,Role Player,Limited Scaling,Fragile Star,-0.07449999999999998,0,8,Hides,True,"Fragile Star: high usage (23.4%), low CII (22.2), extreme hiding (-0.074)","{'self_created': np.float64(21.46), 'pressure_appetite': np.float64(17.33), 'difficulty_embrace': np.float64(32.67), 'defensive_survival': np.float64(20.95), 'force_multiplication': np.float64(17.63)}","{'scaling_efficiency': np.float64(30.685321345321356), 'pressure_appetite': np.float64(4.0000000000000036), 'creation_tools': np.float64(71.68924675144187), 'opportunity_response': np.float64(52.77142857142857), 'age_trajectory': np.float64(48.34)}",High
Bogdan Bogdanović,2024-25,20.16,41.33,Role Player,Limited Scaling,Role Player,-0.016375,3,5,Mixed,False,"Low CII 20.2, low TII 41.3, no creation tools","{'self_created': np.float64(21.84), 'pressure_appetite': np.float64(12.83), 'difficulty_embrace': np.float64(25.29), 'defensive_survival': np.float64(31.68), 'force_multiplication': np.float64(5.86)}","{'scaling_efficiency': np.float64(44.776258932324524), 'pressure_appetite': np.float64(13.600000000000039), 'creation_tools': np.float64(61.177548980407835), 'opportunity_response': np.float64(58.42857142857143), 'age_trajectory': np.float64(35.0)}",High
Bradley Beal,2024-25,35.87,60.36,Role Player,Moderate Scaling,Strong Creator,0.039299999999999946,7,3,Steps Up,True,"Positive career leverage (+0.039), CII 35.9 still developing (Age 32 > 25, reclassified from Developing Engine)","{'self_created': np.float64(38.06), 'pressure_appetite': np.float64(30.29), 'difficulty_embrace': np.float64(39.0), 'defensive_survival': np.float64(44.03), 'force_multiplication': np.float64(24.75)}","{'scaling_efficiency': np.float64(67.00262036612953), 'pressure_appetite': np.float64(26.799999999999997), 'creation_tools': np.float64(81.28333333333333), 'opportunity_response': np.float64(92.0), 'age_trajectory': np.float64(35.0)}",High
Brandin Podziemski,2024-25,26.71,54.23,Role Player,Moderate Scaling,Role Player,-0.006500000000000049,1,1,Mixed,False,"Low CII 26.7, low TII 54.2","{'self_created': np.float64(26.26), 'pressure_appetite': np.float64(19.63), 'difficulty_embrace': np.float64(31.74), 'defensive_survival': np.float64(43.48), 'force_multiplication': np.float64(10.58)}","{'scaling_efficiency': np.float64(48.470926603449584), 'pressure_appetite': np.float64(25.600000000000005), 'creation_tools': np.float64(71.48333333333333), 'opportunity_response': np.float64(59.971428571428575), 'age_trajectory': np.int64(100)}",Medium
Brandon Boston,2024-25,35.36,60.27,Role Player,Moderate Scaling,Developing Prospect,-0.015,0,1,Mixed,True,"Low CII 35.4, moderate TII 60.3","{'self_created': np.float64(29.22), 'pressure_appetite': np.float64(34.48), 'difficulty_embrace': np.float64(37.01), 'defensive_survival': np.float64(56.32), 'force_multiplication': np.float64(21.22)}","{'scaling_efficiency': np.float64(42.945690979552595), 'pressure_appetite': np.float64(59.64321608040201), 'creation_tools': np.float64(76.45896555950483), 'opportunity_response': np.float64(51.22857142857143), 'age_trajectory': np.float64(95.0)}",Medium
Brandon Clarke,2024-25,10.1,34.43,Role Player,Low Scaling,Role Player,-0.03799999999999998,0,4,Hides,False,"Low CII 10.1, low TII 34.4, no creation tools","{'self_created': np.float64(5.15), 'pressure_appetite': np.float64(15.2), 'difficulty_embrace': np.float64(4.2), 'defensive_survival': np.float64(21.18), 'force_multiplication': np.float64(7.4)}","{'scaling_efficiency': np.float64(19.822552204176333), 'pressure_appetite': np.float64(27.199999999999996), 'creation_tools': np.float64(16.052845528455286), 'opportunity_response': np.float64(79.82), 'age_trajectory': np.float64(64.99000000000001)}",High
Brandon Ingram,2024-25,58.18,66.86,Luxury Amplifier,High Scaling,Strong Creator,0.010222222222222209,5,4,Steps Up,True,"Positive career leverage (+0.010), CII 58.2: Stepping up consistently","{'self_created': np.float64(58.48), 'pressure_appetite': np.float64(51.54), 'difficulty_embrace': np.float64(73.17), 'defensive_survival': np.float64(59.43), 'force_multiplication': np.float64(42.03)}","{'scaling_efficiency': np.float64(59.92612321966713), 'pressure_appetite': np.float64(49.76065573770492), 'creation_tools': np.float64(88.75), 'opportunity_response': np.float64(76.87142857142857), 'age_trajectory': np.float64(71.66)}",High
Brandon Miller,2024-25,39.54,49.71,Role Player,Limited Scaling,Role Player,-0.07649999999999994,0,2,Hides,True,"Low CII 39.5, low TII 49.7","{'self_created': np.float64(36.14), 'pressure_appetite': np.float64(38.94), 'difficulty_embrace': np.float64(45.06), 'defensive_survival': np.float64(50.14), 'force_multiplication': np.float64(24.34)}","{'scaling_efficiency': np.float64(37.63395233673786), 'pressure_appetite': np.float64(25.200000000000003), 'creation_tools': np.float64(65.38333333333333), 'opportunity_response': np.float64(60.31428571428572), 'age_trajectory': np.int64(100)}",Medium
Brice Sensabaugh,2024-25,19.81,54.11,Role Player,Moderate Scaling,Role Player,-0.0519999999999999,0,1,Hides,False,"Low CII 19.8, low TII 54.1","{'self_created': np.float64(16.75), 'pressure_appetite': np.float64(19.33), 'difficulty_embrace': np.float64(20.2), 'defensive_survival': np.float64(32.76), 'force_multiplication': np.float64(9.97)}","{'scaling_efficiency': np.float64(55.24990712074303), 'pressure_appetite': np.float64(19.20000000000004), 'creation_tools': np.float64(52.87751719824891), 'opportunity_response': np.float64(81.04571428571428), 'age_trajectory': np.int64(100)}",Medium
Bruce Brown,2024-25,17.83,40.59,Role Player,Limited Scaling,Role Player,-0.024999999999999963,1,5,Hides,False,"Low CII 17.8, low TII 40.6, no creation tools","{'self_created': np.float64(10.66), 'pressure_appetite': np.float64(25.02), 'difficulty_embrace': np.float64(12.59), 'defensive_survival': np.float64(32.16), 'force_multiplication': np.float64(10.37)}","{'scaling_efficiency': np.float64(16.606851777593032), 'pressure_appetite': np.float64(44.323471400394475), 'creation_tools': np.float64(52.41859816231299), 'opportunity_response': np.float64(50.28571428571429), 'age_trajectory': np.float64(64.99000000000001)}",High
Bub Carrington,2024-25,42.36,66.7,Fragile Star,High Scaling,Developing Prospect,0.044,1,0,Steps Up,True,"Low CII 42.4, moderate TII 66.7","{'self_created': np.float64(31.63), 'pressure_appetite': np.float64(56.33), 'difficulty_embrace': np.float64(45.76), 'defensive_survival': np.float64(51.91), 'force_multiplication': np.float64(18.52)}","{'scaling_efficiency': np.float64(44.06457150463007), 'pressure_appetite': np.float64(72.5142857142857), 'creation_tools': np.float64(84.2), 'opportunity_response': np.float64(56.71428571428571), 'age_trajectory': np.int64(100)}",Medium
Buddy Hield,2024-25,18.46,36.92,Role Player,Limited Scaling,Role Player,-0.014624999999999963,3,5,Mixed,False,"Low CII 18.5, low TII 36.9, no creation tools","{'self_created': np.float64(11.27), 'pressure_appetite': np.float64(16.67), 'difficulty_embrace': np.float64(20.41), 'defensive_survival': np.float64(40.42), 'force_multiplication': np.float64(7.64)}","{'scaling_efficiency': np.float64(35.7135799673545), 'pressure_appetite': np.float64(17.600000000000044), 'creation_tools': np.float64(49.209581881533104), 'opportunity_response': np.float64(56.457142857142856), 'age_trajectory': np.float64(35.0)}",High
CJ McCollum,2024-25,56.45,64.23,Luxury Amplifier,Moderate Scaling,Luxury Amplifier,-0.02409999999999999,2,8,Hides,True,"Negative career leverage (-0.024, 2+/8-) BUT has creation tools: Thrives as #2","{'self_created': np.float64(50.71), 'pressure_appetite': np.float64(60.9), 'difficulty_embrace': np.float64(56.13), 'defensive_survival': np.float64(71.19), 'force_multiplication': np.float64(41.12)}","{'scaling_efficiency': np.float64(55.185586608029496), 'pressure_appetite': np.float64(74.93684210526312), 'creation_tools': np.float64(77.91666666666667), 'opportunity_response': np.float64(69.02857142857144), 'age_trajectory': np.float64(30.0)}",High
Cade Cunningham,2024-25,70.03,77.82,Strong Creator,High Scaling,Latent Engine,0.03899999999999997,3,1,Steps Up,True,"Positive career leverage (+0.039, 3+/1-), CII 70.0, TII 77.8: Can be #1","{'self_created': np.float64(74.57), 'pressure_appetite': np.float64(75.91), 'difficulty_embrace': np.float64(62.76), 'defensive_survival': np.float64(65.26), 'force_multiplication': np.float64(63.38)}","{'scaling_efficiency': np.float64(74.36333632321593), 'pressure_appetite': np.float64(72.21486068111453), 'creation_tools': np.float64(80.91666666666667), 'opportunity_response': np.float64(78.5), 'age_trajectory': np.float64(95.0)}",High
Caleb Martin,2024-25,16.97,37.04,Role Player,Limited Scaling,Luxury Amplifier,-0.07439999999999995,0,5,Hides,True,"Negative career leverage (-0.074, 0+/5-) BUT has creation tools: Thrives as #2","{'self_created': np.float64(18.06), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(21.04), 'defensive_survival': np.float64(28.5), 'force_multiplication': np.float64(5.69)}","{'scaling_efficiency': np.float64(21.12201398601399), 'pressure_appetite': np.float64(19.60000000000004), 'creation_tools': np.float64(60.01236852578316), 'opportunity_response': np.float64(54.22857142857143), 'age_trajectory': np.float64(56.67)}",High
Cam Thomas,2024-25,61.17,69.02,Luxury Amplifier,High Scaling,Strong Creator,0.0193333333333333,2,1,Steps Up,True,"CII 61.2, TII 69.0","{'self_created': np.float64(66.23), 'pressure_appetite': np.float64(57.76), 'difficulty_embrace': np.float64(70.86), 'defensive_survival': np.float64(54.44), 'force_multiplication': np.float64(45.22)}","{'scaling_efficiency': np.float64(62.26457607433214), 'pressure_appetite': np.float64(48.17682926829268), 'creation_tools': np.float64(81.91666666666667), 'opportunity_response': np.float64(82.74285714285713), 'age_trajectory': np.float64(95.0)}",Medium
Cameron Johnson,2024-25,35.11,65.45,Role Player,High Scaling,Fragile Star,-0.04466666666666665,1,5,Hides,False,"Fragile Star: high usage (22.4%), low CII (35.1), no creation tools","{'self_created': np.float64(26.35), 'pressure_appetite': np.float64(40.02), 'difficulty_embrace': np.float64(28.0), 'defensive_survival': np.float64(58.07), 'force_multiplication': np.float64(28.88)}","{'scaling_efficiency': np.float64(64.75846466267815), 'pressure_appetite': np.float64(60.62202380952381), 'creation_tools': np.float64(59.37947154471544), 'opportunity_response': np.float64(88.79428571428572), 'age_trajectory': np.float64(56.67)}",High
Caris LeVert,2024-25,21.27,46.82,Role Player,Limited Scaling,Role Player,-0.007222222222222189,2,7,Mixed,False,"Low CII 21.3, low TII 46.8, no creation tools","{'self_created': np.float64(20.73), 'pressure_appetite': np.float64(13.0), 'difficulty_embrace': np.float64(16.39), 'defensive_survival': np.float64(43.1), 'force_multiplication': np.float64(20.57)}","{'scaling_efficiency': np.float64(55.63755963173594), 'pressure_appetite': np.float64(10.800000000000004), 'creation_tools': np.float64(54.473541054782274), 'opportunity_response': np.float64(77.97714285714285), 'age_trajectory': np.float64(48.34)}",High
Cason Wallace,2024-25,15.83,38.75,Role Player,Limited Scaling,Role Player,-0.025500000000000002,0,2,Hides,False,"Low CII 15.8, low TII 38.8","{'self_created': np.float64(12.93), 'pressure_appetite': np.float64(10.0), 'difficulty_embrace': np.float64(7.24), 'defensive_survival': np.float64(47.53), 'force_multiplication': np.float64(8.76)}","{'scaling_efficiency': np.float64(20.432046433753772), 'pressure_appetite': np.float64(27.599999999999998), 'creation_tools': np.float64(33.105756622082346), 'opportunity_response': np.float64(60.65714285714286), 'age_trajectory': np.int64(100)}",Medium
Chris Boucher,2024-25,24.02,42.22,Role Player,Limited Scaling,Role Player,-0.03959999999999996,1,4,Hides,False,"Low CII 24.0, low TII 42.2, no creation tools","{'self_created': np.float64(4.32), 'pressure_appetite': np.float64(45.28), 'difficulty_embrace': np.float64(7.26), 'defensive_survival': np.float64(54.57), 'force_multiplication': np.float64(17.63)}","{'scaling_efficiency': np.float64(16.770614870079754), 'pressure_appetite': np.float64(68.44230769230768), 'creation_tools': np.float64(24.211038148843024), 'opportunity_response': np.float64(78.21714285714286), 'age_trajectory': np.float64(35.0)}",High
Chris Paul,2024-25,55.4,77.48,Luxury Amplifier,High Scaling,Strong Creator,0.04019999999999996,8,2,Steps Up,True,"Positive career leverage (+0.040, 8+/2-), CII 55.4, TII 77.5: Can be #1 (Age 40 > 28, reclassified from Latent Engine)","{'self_created': np.float64(60.82), 'pressure_appetite': np.float64(53.67), 'difficulty_embrace': np.float64(50.39), 'defensive_survival': np.float64(75.54), 'force_multiplication': np.float64(23.29)}","{'scaling_efficiency': np.float64(84.8), 'pressure_appetite': np.float64(85.5693430656934), 'creation_tools': np.float64(88.2), 'opportunity_response': np.float64(73.4), 'age_trajectory': np.int64(20)}",High
Christian Braun,2024-25,13.51,47.19,Role Player,Limited Scaling,Role Player,-0.05166666666666664,0,3,Hides,False,"Low CII 13.5, low TII 47.2","{'self_created': np.float64(6.68), 'pressure_appetite': np.float64(11.33), 'difficulty_embrace': np.float64(8.43), 'defensive_survival': np.float64(32.08), 'force_multiplication': np.float64(21.8)}","{'scaling_efficiency': np.float64(35.2087978166525), 'pressure_appetite': np.float64(21.200000000000003), 'creation_tools': np.float64(42.621924993443486), 'opportunity_response': np.float64(92.0), 'age_trajectory': np.float64(90.0)}",Medium
Clint Capela,2024-25,15.68,31.71,Role Player,Low Scaling,Role Player,-0.05249999999999996,0,8,Hides,False,"Low CII 15.7, low TII 31.7, no creation tools","{'self_created': np.float64(2.35), 'pressure_appetite': np.float64(25.79), 'difficulty_embrace': np.float64(0.8), 'defensive_survival': np.float64(47.52), 'force_multiplication': np.float64(12.41)}","{'scaling_efficiency': np.float64(10.300863898500571), 'pressure_appetite': np.float64(58.420833333333334), 'creation_tools': np.float64(8.566666666666666), 'opportunity_response': np.float64(55.34285714285714), 'age_trajectory': np.float64(40.01)}",High
